Predicted image classes for JESSICA HAMRICK's classifier
Accuracy score: 0.213377296279

filename	predicted_class
airplanes_0744.jpg	airplanes
airplanes_0745.jpg	airplanes
airplanes_0746.jpg	airplanes
airplanes_0747.jpg	airplanes
airplanes_0748.jpg	airplanes
airplanes_0749.jpg	airplanes
airplanes_0750.jpg	airplanes
airplanes_0751.jpg	airplanes
airplanes_0752.jpg	airplanes
airplanes_0753.jpg	giraffe
airplanes_0754.jpg	airplanes
airplanes_0755.jpg	airplanes
airplanes_0756.jpg	airplanes
airplanes_0757.jpg	airplanes
airplanes_0758.jpg	airplanes
airplanes_0759.jpg	airplanes
airplanes_0760.jpg	airplanes
airplanes_0761.jpg	airplanes
airplanes_0762.jpg	airplanes
airplanes_0763.jpg	airplanes
airplanes_0764.jpg	airplanes
airplanes_0765.jpg	helicopter
airplanes_0766.jpg	airplanes
airplanes_0767.jpg	airplanes
airplanes_0768.jpg	airplanes
airplanes_0769.jpg	airplanes
airplanes_0770.jpg	airplanes
airplanes_0771.jpg	airplanes
airplanes_0772.jpg	airplanes
airplanes_0773.jpg	airplanes
airplanes_0774.jpg	comet
airplanes_0775.jpg	dog
airplanes_0776.jpg	airplanes
airplanes_0777.jpg	raccoon
airplanes_0778.jpg	airplanes
airplanes_0779.jpg	mussels
airplanes_0780.jpg	airplanes
airplanes_0781.jpg	airplanes
airplanes_0782.jpg	airplanes
airplanes_0783.jpg	airplanes
airplanes_0784.jpg	airplanes
airplanes_0785.jpg	airplanes
airplanes_0786.jpg	airplanes
airplanes_0787.jpg	airplanes
airplanes_0788.jpg	airplanes
airplanes_0789.jpg	dolphin
airplanes_0790.jpg	killer-whale
airplanes_0791.jpg	airplanes
airplanes_0792.jpg	airplanes
airplanes_0793.jpg	penguin
airplanes_0794.jpg	swan
airplanes_0795.jpg	killer-whale
airplanes_0796.jpg	dolphin
airplanes_0797.jpg	killer-whale
airplanes_0798.jpg	airplanes
airplanes_0799.jpg	airplanes
airplanes_0800.jpg	airplanes
bat_0072.jpg	triceratops
bat_0073.jpg	mars
bat_0074.jpg	unicorn
bat_0075.jpg	mussels
bat_0076.jpg	bat
bat_0077.jpg	bear
bat_0078.jpg	elephant
bat_0079.jpg	gorilla
bat_0080.jpg	airplanes
bat_0081.jpg	triceratops
bat_0082.jpg	goat
bat_0083.jpg	blimp
bat_0084.jpg	elephant
bat_0085.jpg	conch
bat_0086.jpg	iguana
bat_0087.jpg	airplanes
bat_0088.jpg	elephant
bat_0089.jpg	raccoon
bat_0090.jpg	gorilla
bat_0091.jpg	mussels
bat_0092.jpg	dog
bat_0093.jpg	horse
bat_0094.jpg	llama
bat_0095.jpg	horse
bat_0096.jpg	swan
bat_0097.jpg	gorilla
bat_0098.jpg	snake
bat_0099.jpg	mussels
bat_0100.jpg	gorilla
bat_0101.jpg	llama
bat_0102.jpg	toad
bat_0103.jpg	horse
bat_0104.jpg	horse
bat_0105.jpg	airplanes
bat_0106.jpg	snake
bear_0069.jpg	bat
bear_0070.jpg	airplanes
bear_0071.jpg	iguana
bear_0072.jpg	killer-whale
bear_0073.jpg	snail
bear_0074.jpg	hot-air-balloon
bear_0075.jpg	airplanes
bear_0076.jpg	elephant
bear_0077.jpg	speed-boat
bear_0078.jpg	airplanes
bear_0079.jpg	hot-air-balloon
bear_0080.jpg	mussels
bear_0081.jpg	gorilla
bear_0082.jpg	frog
bear_0083.jpg	toad
bear_0084.jpg	penguin
bear_0085.jpg	hummingbird
bear_0086.jpg	airplanes
bear_0087.jpg	horse
bear_0088.jpg	duck
bear_0089.jpg	gorilla
bear_0090.jpg	gorilla
bear_0091.jpg	duck
bear_0092.jpg	elk
bear_0093.jpg	cormorant
bear_0094.jpg	snake
bear_0095.jpg	airplanes
bear_0096.jpg	mussels
bear_0097.jpg	airplanes
bear_0098.jpg	elephant
bear_0099.jpg	gorilla
bear_0100.jpg	bear
bear_0101.jpg	hummingbird
bear_0102.jpg	dog
blimp_0058.jpg	airplanes
blimp_0059.jpg	airplanes
blimp_0060.jpg	cormorant
blimp_0061.jpg	camel
blimp_0062.jpg	llama
blimp_0063.jpg	gorilla
blimp_0064.jpg	mussels
blimp_0065.jpg	frog
blimp_0066.jpg	unicorn
blimp_0067.jpg	hummingbird
blimp_0068.jpg	blimp
blimp_0069.jpg	airplanes
blimp_0070.jpg	triceratops
blimp_0071.jpg	elephant
blimp_0072.jpg	airplanes
blimp_0073.jpg	airplanes
blimp_0074.jpg	airplanes
blimp_0075.jpg	airplanes
blimp_0076.jpg	hummingbird
blimp_0077.jpg	horse
blimp_0078.jpg	airplanes
blimp_0079.jpg	elephant
blimp_0080.jpg	galaxy
blimp_0081.jpg	triceratops
blimp_0082.jpg	horse
blimp_0083.jpg	airplanes
blimp_0084.jpg	penguin
blimp_0085.jpg	gorilla
blimp_0086.jpg	swan
camel_0074.jpg	giraffe
camel_0075.jpg	gorilla
camel_0076.jpg	horse
camel_0077.jpg	horse
camel_0078.jpg	hot-air-balloon
camel_0079.jpg	bear
camel_0080.jpg	airplanes
camel_0081.jpg	elephant
camel_0082.jpg	kangaroo
camel_0083.jpg	camel
camel_0084.jpg	leopards
camel_0085.jpg	airplanes
camel_0086.jpg	elephant
camel_0087.jpg	airplanes
camel_0088.jpg	airplanes
camel_0089.jpg	goose
camel_0090.jpg	llama
camel_0091.jpg	mussels
camel_0092.jpg	goose
camel_0093.jpg	horse
camel_0094.jpg	gorilla
camel_0095.jpg	goldfish
camel_0096.jpg	hot-air-balloon
camel_0097.jpg	elk
camel_0098.jpg	llama
camel_0099.jpg	airplanes
camel_0100.jpg	giraffe
camel_0101.jpg	horse
camel_0102.jpg	snake
camel_0103.jpg	raccoon
camel_0104.jpg	raccoon
camel_0105.jpg	airplanes
camel_0106.jpg	teddy-bear
camel_0107.jpg	ostrich
camel_0108.jpg	hot-air-balloon
camel_0109.jpg	goat
camel_0110.jpg	teddy-bear
comet_0082.jpg	airplanes
comet_0083.jpg	hummingbird
comet_0084.jpg	raccoon
comet_0085.jpg	comet
comet_0086.jpg	comet
comet_0087.jpg	saturn
comet_0088.jpg	teddy-bear
comet_0089.jpg	dog
comet_0090.jpg	dolphin
comet_0091.jpg	toad
comet_0092.jpg	dolphin
comet_0093.jpg	penguin
comet_0094.jpg	snake
comet_0095.jpg	comet
comet_0096.jpg	comet
comet_0097.jpg	comet
comet_0098.jpg	raccoon
comet_0099.jpg	saturn
comet_0100.jpg	raccoon
comet_0101.jpg	comet
comet_0102.jpg	horse
comet_0103.jpg	mars
comet_0104.jpg	comet
comet_0105.jpg	bear
comet_0106.jpg	galaxy
comet_0107.jpg	comet
comet_0108.jpg	dolphin
comet_0109.jpg	hummingbird
comet_0110.jpg	raccoon
comet_0111.jpg	horse
comet_0112.jpg	cormorant
comet_0113.jpg	horse
comet_0114.jpg	comet
comet_0115.jpg	penguin
comet_0116.jpg	swan
comet_0117.jpg	snail
comet_0118.jpg	comet
comet_0119.jpg	dolphin
comet_0120.jpg	killer-whale
comet_0121.jpg	penguin
conch_0070.jpg	snail
conch_0071.jpg	triceratops
conch_0072.jpg	saturn
conch_0073.jpg	speed-boat
conch_0074.jpg	gorilla
conch_0075.jpg	airplanes
conch_0076.jpg	goose
conch_0077.jpg	airplanes
conch_0078.jpg	teddy-bear
conch_0079.jpg	dolphin
conch_0080.jpg	mussels
conch_0081.jpg	teddy-bear
conch_0082.jpg	comet
conch_0083.jpg	bat
conch_0084.jpg	teddy-bear
conch_0085.jpg	airplanes
conch_0086.jpg	mussels
conch_0087.jpg	bat
conch_0088.jpg	horse
conch_0089.jpg	comet
conch_0090.jpg	airplanes
conch_0091.jpg	frog
conch_0092.jpg	saturn
conch_0093.jpg	airplanes
conch_0094.jpg	conch
conch_0095.jpg	crab
conch_0096.jpg	ostrich
conch_0097.jpg	crab
conch_0098.jpg	airplanes
conch_0099.jpg	mars
conch_0100.jpg	bat
conch_0101.jpg	crab
conch_0102.jpg	penguin
conch_0103.jpg	triceratops
cormorant_0072.jpg	snail
cormorant_0073.jpg	elephant
cormorant_0074.jpg	cormorant
cormorant_0075.jpg	bat
cormorant_0076.jpg	airplanes
cormorant_0077.jpg	cormorant
cormorant_0078.jpg	cormorant
cormorant_0079.jpg	hummingbird
cormorant_0080.jpg	snake
cormorant_0081.jpg	cormorant
cormorant_0082.jpg	hummingbird
cormorant_0083.jpg	airplanes
cormorant_0084.jpg	conch
cormorant_0085.jpg	camel
cormorant_0086.jpg	horse
cormorant_0087.jpg	elephant
cormorant_0088.jpg	bear
cormorant_0089.jpg	horse
cormorant_0090.jpg	swan
cormorant_0091.jpg	duck
cormorant_0092.jpg	bat
cormorant_0093.jpg	bat
cormorant_0094.jpg	raccoon
cormorant_0095.jpg	penguin
cormorant_0096.jpg	cormorant
cormorant_0097.jpg	frog
cormorant_0098.jpg	airplanes
cormorant_0099.jpg	airplanes
cormorant_0100.jpg	penguin
cormorant_0101.jpg	airplanes
cormorant_0102.jpg	airplanes
cormorant_0103.jpg	toad
cormorant_0104.jpg	airplanes
cormorant_0105.jpg	airplanes
cormorant_0106.jpg	gorilla
crab_0058.jpg	leopards
crab_0059.jpg	octopus
crab_0060.jpg	teddy-bear
crab_0061.jpg	ostrich
crab_0062.jpg	ostrich
crab_0063.jpg	mars
crab_0064.jpg	ostrich
crab_0065.jpg	gorilla
crab_0066.jpg	horse
crab_0067.jpg	unicorn
crab_0068.jpg	crab
crab_0069.jpg	octopus
crab_0070.jpg	mussels
crab_0071.jpg	toad
crab_0072.jpg	bat
crab_0073.jpg	crab
crab_0074.jpg	camel
crab_0075.jpg	goldfish
crab_0076.jpg	snail
crab_0077.jpg	snake
crab_0078.jpg	snake
crab_0079.jpg	snail
crab_0080.jpg	horse
crab_0081.jpg	airplanes
crab_0082.jpg	galaxy
crab_0083.jpg	teddy-bear
crab_0084.jpg	blimp
crab_0085.jpg	mars
dog_0069.jpg	dog
dog_0070.jpg	llama
dog_0071.jpg	horse
dog_0072.jpg	horse
dog_0073.jpg	leopards
dog_0074.jpg	horse
dog_0075.jpg	raccoon
dog_0076.jpg	swan
dog_0077.jpg	raccoon
dog_0078.jpg	ostrich
dog_0079.jpg	hummingbird
dog_0080.jpg	goose
dog_0081.jpg	penguin
dog_0082.jpg	owl
dog_0083.jpg	horse
dog_0084.jpg	kangaroo
dog_0085.jpg	goose
dog_0086.jpg	conch
dog_0087.jpg	horse
dog_0088.jpg	toad
dog_0089.jpg	raccoon
dog_0090.jpg	starfish
dog_0091.jpg	hot-air-balloon
dog_0092.jpg	gorilla
dog_0093.jpg	penguin
dog_0094.jpg	ostrich
dog_0095.jpg	camel
dog_0096.jpg	porcupine
dog_0097.jpg	bat
dog_0098.jpg	toad
dog_0099.jpg	elephant
dog_0100.jpg	gorilla
dog_0101.jpg	mussels
dog_0102.jpg	gorilla
dolphin_0072.jpg	dolphin
dolphin_0073.jpg	killer-whale
dolphin_0074.jpg	airplanes
dolphin_0075.jpg	killer-whale
dolphin_0076.jpg	airplanes
dolphin_0077.jpg	dolphin
dolphin_0078.jpg	elephant
dolphin_0079.jpg	dolphin
dolphin_0080.jpg	comet
dolphin_0081.jpg	airplanes
dolphin_0082.jpg	swan
dolphin_0083.jpg	camel
dolphin_0084.jpg	porcupine
dolphin_0085.jpg	raccoon
dolphin_0086.jpg	raccoon
dolphin_0087.jpg	swan
dolphin_0088.jpg	helicopter
dolphin_0089.jpg	comet
dolphin_0090.jpg	comet
dolphin_0091.jpg	hot-air-balloon
dolphin_0092.jpg	airplanes
dolphin_0093.jpg	goose
dolphin_0094.jpg	comet
dolphin_0095.jpg	airplanes
dolphin_0096.jpg	comet
dolphin_0097.jpg	owl
dolphin_0098.jpg	cormorant
dolphin_0099.jpg	airplanes
dolphin_0100.jpg	goat
dolphin_0101.jpg	airplanes
dolphin_0102.jpg	airplanes
dolphin_0103.jpg	airplanes
dolphin_0104.jpg	penguin
dolphin_0105.jpg	speed-boat
dolphin_0106.jpg	airplanes
duck_0059.jpg	airplanes
duck_0060.jpg	airplanes
duck_0061.jpg	snail
duck_0062.jpg	airplanes
duck_0063.jpg	snail
duck_0064.jpg	frog
duck_0065.jpg	mussels
duck_0066.jpg	frog
duck_0067.jpg	triceratops
duck_0068.jpg	airplanes
duck_0069.jpg	llama
duck_0070.jpg	airplanes
duck_0071.jpg	frog
duck_0072.jpg	airplanes
duck_0073.jpg	giraffe
duck_0074.jpg	dolphin
duck_0075.jpg	airplanes
duck_0076.jpg	horse
duck_0077.jpg	raccoon
duck_0078.jpg	conch
duck_0079.jpg	goat
duck_0080.jpg	hot-air-balloon
duck_0081.jpg	helicopter
duck_0082.jpg	swan
duck_0083.jpg	airplanes
duck_0084.jpg	leopards
duck_0085.jpg	goat
duck_0086.jpg	toad
duck_0087.jpg	airplanes
elephant_0088.jpg	horse
elephant_0089.jpg	airplanes
elephant_0090.jpg	mussels
elephant_0091.jpg	iguana
elephant_0092.jpg	teddy-bear
elephant_0093.jpg	elephant
elephant_0094.jpg	llama
elephant_0095.jpg	duck
elephant_0096.jpg	owl
elephant_0097.jpg	mars
elephant_0098.jpg	horse
elephant_0099.jpg	mussels
elephant_0100.jpg	zebra
elephant_0101.jpg	gorilla
elephant_0102.jpg	elephant
elephant_0103.jpg	airplanes
elephant_0104.jpg	cormorant
elephant_0105.jpg	raccoon
elephant_0106.jpg	gorilla
elephant_0107.jpg	bat
elephant_0108.jpg	raccoon
elephant_0109.jpg	elk
elephant_0110.jpg	airplanes
elephant_0111.jpg	airplanes
elephant_0112.jpg	kangaroo
elephant_0113.jpg	owl
elephant_0114.jpg	goat
elephant_0115.jpg	llama
elephant_0116.jpg	airplanes
elephant_0117.jpg	dog
elephant_0118.jpg	dog
elephant_0119.jpg	conch
elephant_0120.jpg	snake
elephant_0121.jpg	porcupine
elephant_0122.jpg	gorilla
elephant_0123.jpg	snake
elephant_0124.jpg	raccoon
elephant_0125.jpg	toad
elephant_0126.jpg	penguin
elephant_0127.jpg	gorilla
elephant_0128.jpg	triceratops
elephant_0129.jpg	horse
elephant_0130.jpg	giraffe
elephant_0131.jpg	gorilla
elk_0068.jpg	gorilla
elk_0069.jpg	snake
elk_0070.jpg	helicopter
elk_0071.jpg	frog
elk_0072.jpg	crab
elk_0073.jpg	leopards
elk_0074.jpg	elephant
elk_0075.jpg	unicorn
elk_0076.jpg	horse
elk_0077.jpg	elephant
elk_0078.jpg	frog
elk_0079.jpg	bear
elk_0080.jpg	gorilla
elk_0081.jpg	raccoon
elk_0082.jpg	conch
elk_0083.jpg	dog
elk_0084.jpg	gorilla
elk_0085.jpg	hummingbird
elk_0086.jpg	elephant
elk_0087.jpg	airplanes
elk_0088.jpg	snail
elk_0089.jpg	hot-air-balloon
elk_0090.jpg	starfish
elk_0091.jpg	airplanes
elk_0092.jpg	camel
elk_0093.jpg	helicopter
elk_0094.jpg	gorilla
elk_0095.jpg	swan
elk_0096.jpg	llama
elk_0097.jpg	llama
elk_0098.jpg	camel
elk_0099.jpg	airplanes
elk_0100.jpg	ostrich
elk_0101.jpg	elephant
frog_0078.jpg	airplanes
frog_0079.jpg	penguin
frog_0080.jpg	goldfish
frog_0081.jpg	comet
frog_0082.jpg	kangaroo
frog_0083.jpg	gorilla
frog_0084.jpg	mussels
frog_0085.jpg	toad
frog_0086.jpg	duck
frog_0087.jpg	camel
frog_0088.jpg	hummingbird
frog_0089.jpg	dolphin
frog_0090.jpg	frog
frog_0091.jpg	llama
frog_0092.jpg	skunk
frog_0093.jpg	airplanes
frog_0094.jpg	bear
frog_0095.jpg	kangaroo
frog_0096.jpg	hummingbird
frog_0097.jpg	goldfish
frog_0098.jpg	toad
frog_0099.jpg	hummingbird
frog_0100.jpg	iguana
frog_0101.jpg	gorilla
frog_0102.jpg	gorilla
frog_0103.jpg	teddy-bear
frog_0104.jpg	goat
frog_0105.jpg	raccoon
frog_0106.jpg	horse
frog_0107.jpg	llama
frog_0108.jpg	goose
frog_0109.jpg	snake
frog_0110.jpg	mussels
frog_0111.jpg	frog
frog_0112.jpg	iguana
frog_0113.jpg	toad
frog_0114.jpg	frog
frog_0115.jpg	airplanes
frog_0116.jpg	iguana
galaxy_0055.jpg	galaxy
galaxy_0056.jpg	comet
galaxy_0057.jpg	saturn
galaxy_0058.jpg	bat
galaxy_0059.jpg	octopus
galaxy_0060.jpg	comet
galaxy_0061.jpg	giraffe
galaxy_0062.jpg	galaxy
galaxy_0063.jpg	gorilla
galaxy_0064.jpg	galaxy
galaxy_0065.jpg	mars
galaxy_0066.jpg	killer-whale
galaxy_0067.jpg	leopards
galaxy_0068.jpg	saturn
galaxy_0069.jpg	gorilla
galaxy_0070.jpg	comet
galaxy_0071.jpg	blimp
galaxy_0072.jpg	starfish
galaxy_0073.jpg	hummingbird
galaxy_0074.jpg	gorilla
galaxy_0075.jpg	hummingbird
galaxy_0076.jpg	bear
galaxy_0077.jpg	triceratops
galaxy_0078.jpg	dolphin
galaxy_0079.jpg	comet
galaxy_0080.jpg	toad
galaxy_0081.jpg	frog
giraffe_0057.jpg	gorilla
giraffe_0058.jpg	elephant
giraffe_0059.jpg	airplanes
giraffe_0060.jpg	crab
giraffe_0061.jpg	horse
giraffe_0062.jpg	frog
giraffe_0063.jpg	gorilla
giraffe_0064.jpg	dog
giraffe_0065.jpg	airplanes
giraffe_0066.jpg	horse
giraffe_0067.jpg	bear
giraffe_0068.jpg	horse
giraffe_0069.jpg	raccoon
giraffe_0070.jpg	bat
giraffe_0071.jpg	ostrich
giraffe_0072.jpg	giraffe
giraffe_0073.jpg	ostrich
giraffe_0074.jpg	bear
giraffe_0075.jpg	elephant
giraffe_0076.jpg	hummingbird
giraffe_0077.jpg	horse
giraffe_0078.jpg	horse
giraffe_0079.jpg	leopards
giraffe_0080.jpg	gorilla
giraffe_0081.jpg	snake
giraffe_0082.jpg	ostrich
giraffe_0083.jpg	goose
giraffe_0084.jpg	leopards
goat_0076.jpg	horse
goat_0077.jpg	raccoon
goat_0078.jpg	snail
goat_0079.jpg	hot-air-balloon
goat_0080.jpg	gorilla
goat_0081.jpg	horse
goat_0082.jpg	airplanes
goat_0083.jpg	airplanes
goat_0084.jpg	airplanes
goat_0085.jpg	hummingbird
goat_0086.jpg	airplanes
goat_0087.jpg	swan
goat_0088.jpg	elk
goat_0089.jpg	raccoon
goat_0090.jpg	airplanes
goat_0091.jpg	llama
goat_0092.jpg	elephant
goat_0093.jpg	horse
goat_0094.jpg	elephant
goat_0095.jpg	crab
goat_0096.jpg	airplanes
goat_0097.jpg	horse
goat_0098.jpg	llama
goat_0099.jpg	mussels
goat_0100.jpg	swan
goat_0101.jpg	swan
goat_0102.jpg	owl
goat_0103.jpg	mussels
goat_0104.jpg	zebra
goat_0105.jpg	airplanes
goat_0106.jpg	goat
goat_0107.jpg	horse
goat_0108.jpg	galaxy
goat_0109.jpg	frog
goat_0110.jpg	bear
goat_0111.jpg	airplanes
goat_0112.jpg	leopards
goldfish_0063.jpg	frog
goldfish_0064.jpg	horse
goldfish_0065.jpg	goldfish
goldfish_0066.jpg	goldfish
goldfish_0067.jpg	duck
goldfish_0068.jpg	unicorn
goldfish_0069.jpg	gorilla
goldfish_0070.jpg	starfish
goldfish_0071.jpg	goldfish
goldfish_0072.jpg	dog
goldfish_0073.jpg	airplanes
goldfish_0074.jpg	camel
goldfish_0075.jpg	horse
goldfish_0076.jpg	llama
goldfish_0077.jpg	skunk
goldfish_0078.jpg	hummingbird
goldfish_0079.jpg	bear
goldfish_0080.jpg	porcupine
goldfish_0081.jpg	horse
goldfish_0082.jpg	leopards
goldfish_0083.jpg	conch
goldfish_0084.jpg	bat
goldfish_0085.jpg	goldfish
goldfish_0086.jpg	toad
goldfish_0087.jpg	horse
goldfish_0088.jpg	conch
goldfish_0089.jpg	snake
goldfish_0090.jpg	hot-air-balloon
goldfish_0091.jpg	horse
goldfish_0092.jpg	hot-air-balloon
goldfish_0093.jpg	teddy-bear
goose_0074.jpg	horse
goose_0075.jpg	airplanes
goose_0076.jpg	airplanes
goose_0077.jpg	bat
goose_0078.jpg	kangaroo
goose_0079.jpg	raccoon
goose_0080.jpg	leopards
goose_0081.jpg	blimp
goose_0082.jpg	killer-whale
goose_0083.jpg	dog
goose_0084.jpg	horse
goose_0085.jpg	penguin
goose_0086.jpg	cormorant
goose_0087.jpg	airplanes
goose_0088.jpg	airplanes
goose_0089.jpg	raccoon
goose_0090.jpg	raccoon
goose_0091.jpg	frog
goose_0092.jpg	leopards
goose_0093.jpg	airplanes
goose_0094.jpg	elephant
goose_0095.jpg	horse
